protein_a,protein_b,chain_a,chain_b,length_a,length_b,identity,coverage_shorter,aligned_pairs,score
1Q9B,1RJU,A,V,43,36,0.3548387096774194,0.8611111111111112,31,39.5
1Q9B,1UHA,A,A,43,82,0.631578947368421,0.8837209302325582,38,156.5
1Q9B,1YJO,A,A,43,6,0.6,0.8333333333333334,5,14.0
1Q9B,2D5W,A,D,43,5,0.5,0.8,4,8.0
1Q9B,3L41,A,B,43,5,0.5,0.8,4,11.0
1Q9B,3MGN,A,H,43,1,1.0,1.0,1,6.0
1Q9B,3PZZ,A,A,43,6,0.4,0.8333333333333334,5,7.0
1QAU,1VRZ,A,A,112,13,0.5384615384615384,1.0,13,18.5
1QAU,2D5W,A,D,112,5,0.75,0.8,4,14.0
1QAU,2EAQ,A,A,112,89,0.33766233766233766,0.8651685393258427,77,62.0
1QAU,3DRF,A,B,112,8,0.42857142857142855,0.875,7,12.0
1QAU,3FOD,A,A,112,6,0.6,0.8333333333333334,5,12.0
1QAU,3HYD,A,A,112,7,0.5,0.8571428571428571,6,14.0
1QAU,3MGN,A,H,112,1,1.0,1.0,1,6.0
1QAU,3NVG,A,A,112,6,0.3333333333333333,1.0,6,11.0
1QAU,4J78,A,B,112,5,0.5,0.8,4,10.0
1QKI,1YJO,A,A,488,6,0.4,0.8333333333333334,5,13.0
1QKI,2D5W,A,D,488,5,0.5,0.8,4,10.0
1QKI,2DKO,A,I,488,3,0.6666666666666666,1.0,3,12.0
1QKI,2EHP,A,B,488,124,0.33035714285714285,0.9032258064516129,112,43.0
1QKI,3DRF,A,B,488,8,0.5,1.0,8,19.0
1QKI,3FE7,A,L,488,5,0.5,0.8,4,13.0
1QKI,3FOD,B,A,489,6,0.6,0.8333333333333334,5,11.0
1QKI,3MD4,A,A,488,6,0.6,0.8333333333333334,5,17.0
1QKI,3MD5,A,A,488,6,0.6,0.8333333333333334,5,19.0
1QKI,3MEA,A,B,488,3,0.6666666666666666,1.0,3,10.0
1QKI,3MGN,A,H,488,1,1.0,1.0,1,6.0
1QKI,3NVG,A,A,488,6,0.4,0.8333333333333334,5,17.0
1QKI,3OQY,A,a,488,13,0.38461538461538464,1.0,13,19.5
1QKI,3PTL,A,B,488,10,0.5,1.0,10,18.0
1QKI,4G14,A,A,488,5,0.75,0.8,4,15.0
1QKI,4J78,A,B,488,5,0.6,1.0,5,15.0
1QTO,2D5W,A,D,122,5,0.5,0.8,4,12.0
1QTO,3L41,A,B,122,5,0.5,0.8,4,10.0
1QTO,3MEA,A,B,122,3,0.6666666666666666,1.0,3,11.0
1QTO,3MGN,A,H,122,1,1.0,1.0,1,6.0
1QTO,3ZZY,A,C,122,8,0.625,1.0,8,23.0
1QTO,4G14,A,A,122,5,0.4,1.0,5,14.0
1R29,2D5W,A,D,122,5,0.75,0.8,4,13.0
1R29,2DKO,A,I,122,3,0.3333333333333333,1.0,3,9.0
1R29,2OL9,A,A,122,6,0.4,0.8333333333333334,5,11.0
1R29,2Y7L,A,B,122,7,0.5,0.8571428571428571,6,16.0
1R29,3HYD,A,A,122,7,0.42857142857142855,1.0,7,18.0
1R29,3MGN,A,H,122,1,1.0,1.0,1,6.0
1R29,3PTL,A,B,122,10,0.3,1.0,10,15.0
1R29,3PZZ,A,A,122,6,0.4,0.8333333333333334,5,12.0
1R29,3Q2X,A,A,122,6,0.4,0.8333333333333334,5,10.0
1R29,4J78,A,B,122,5,0.6,1.0,5,14.0
1R7J,2AGK,A,A,90,233,0.3287671232876712,0.8111111111111111,73,58.5
1R7J,2D5W,A,C,90,5,0.4,1.0,5,13.0
1R7J,2DKO,A,I,90,3,0.3333333333333333,1.0,3,9.0
1R7J,2GXG,A,A,90,140,0.3684210526315789,0.8444444444444444,76,42.0
1R7J,2OLX,A,A,90,4,0.5,1.0,4,9.0
1R7J,2ZCM,A,A,90,177,0.325,0.8888888888888888,80,46.5
1R7J,3FOD,A,A,90,6,0.6,0.8333333333333334,5,13.0
1R7J,3HHP,A,A,90,312,0.3194444444444444,0.8,72,44.5
1R7J,3L41,A,B,90,5,0.6,1.0,5,14.0
1R7J,3MGN,A,H,90,1,1.0,1.0,1,6.0
1R7J,4J78,A,B,90,5,0.4,1.0,5,16.0
1RJU,1UHA,V,A,36,82,0.43333333333333335,0.8333333333333334,30,45.5
1RJU,2D5W,V,D,36,5,0.5,0.8,4,7.0
1RJU,2OL9,V,A,36,6,0.6,0.8333333333333334,5,14.0
1RJU,2OLX,V,A,36,4,0.75,1.0,4,19.0
1RJU,3DRF,V,B,36,8,0.42857142857142855,0.875,7,10.0
1RJU,3L41,V,B,36,5,0.5,0.8,4,8.0
1RJU,3MGN,V,H,36,1,1.0,1.0,1,6.0
1RJU,3OQY,V,A,36,102,0.3870967741935484,0.8611111111111112,31,31.0
1RJU,3SUK,V,A,36,124,0.34375,0.8888888888888888,32,29.0
1RJU,3UCI,V,A,36,72,0.45161290322580644,0.8611111111111112,31,44.0
1RRO,1YJO,A,A,108,6,0.5,1.0,6,19.0
1RRO,2D5W,A,D,108,5,0.75,0.8,4,15.0
1RRO,2DKO,A,I,108,3,0.6666666666666666,1.0,3,12.0
1RRO,2W6A,A,B,108,56,0.32075471698113206,0.9464285714285714,53,24.5
1RRO,2Y7L,A,B,108,7,0.42857142857142855,1.0,7,16.0
1RRO,3FVA,A,A,108,6,0.3333333333333333,1.0,6,14.0
1RRO,3IVV,A,D,108,9,0.625,0.8888888888888888,8,13.0
1RRO,3L41,A,B,108,5,0.5,0.8,4,14.0
1RRO,3MD4,A,A,108,6,0.6,0.8333333333333334,5,17.0
1RRO,3MD5,A,A,108,6,0.6,0.8333333333333334,5,16.0
1RRO,3MGN,A,H,108,1,1.0,1.0,1,6.0
1RRO,3OQY,A,a,108,13,0.45454545454545453,0.8461538461538461,11,19.0
1RRO,3PTL,A,B,108,10,0.4444444444444444,0.9,9,17.0
1RRO,4J78,A,B,108,5,0.6,1.0,5,13.0
1SAU,1YJO,A,A,114,6,0.5,1.0,6,11.0
1SAU,2D5W,A,C,114,5,0.6,1.0,5,14.0
1SAU,2DPL,A,A,114,287,0.35294117647058826,0.8947368421052632,102,46.0
1SAU,3FOD,A,A,114,6,0.3333333333333333,1.0,6,10.0
1SAU,3L41,A,B,114,5,0.6,1.0,5,14.0
1SAU,3MGN,A,H,114,1,1.0,1.0,1,6.0
1SAU,3MRE,A,P,114,9,0.4444444444444444,1.0,9,15.0
1SAU,3NGG,A,A,114,46,0.38461538461538464,0.8478260869565217,39,40.5
1SAU,3OBQ,A,B,114,9,0.375,0.8888888888888888,8,16.0
1SAU,4J78,A,B,114,5,0.6,1.0,5,10.0
1TGR,2D5W,A,C,52,5,0.75,0.8,4,18.0
1TGR,3HWU,A,A,52,144,0.3111111111111111,0.8653846153846154,45,25.0
1TGR,3IVV,A,A,52,140,0.38095238095238093,0.8076923076923077,42,27.0
1TGR,3MGN,A,H,52,1,1.0,1.0,1,6.0
1TZV,2D5W,A,D,141,5,0.6,1.0,5,12.0
1TZV,3FOD,A,A,141,6,0.6,0.8333333333333334,5,13.0
1TZV,3MGN,A,H,141,1,1.0,1.0,1,6.0
1TZV,3Q2X,A,A,141,6,0.3333333333333333,1.0,6,14.0
1TZV,3V1A,A,A,141,48,0.3,0.8333333333333334,40,26.5
1TZV,3VN0,A,D,141,47,0.38461538461538464,0.8297872340425532,39,27.0
1U06,1YJO,A,A,55,6,0.3333333333333333,1.0,6,16.0
1U06,2D5W,A,D,55,5,0.5,0.8,4,8.0
1U06,2OLX,A,A,55,4,0.5,1.0,4,13.0
1U06,2PSF,A,A,55,307,0.32075471698113206,0.9636363636363636,53,44.5
1U06,2PTH,A,A,55,193,0.3076923076923077,0.9454545454545454,52,26.0
1U06,3FOD,A,A,55,6,0.6,0.8333333333333334,5,16.0
1U06,3HYD,A,A,55,7,0.8333333333333334,0.8571428571428571,6,20.0
1U06,3L41,A,B,55,5,0.5,0.8,4,14.0
1U06,3MEA,A,A,55,162,0.30612244897959184,0.8909090909090909,49,30.0
1U06,3MGN,A,H,55,1,1.0,1.0,1,6.0
1U06,3PZZ,A,A,55,6,0.5,1.0,6,12.0
1U06,3Q2X,A,A,55,6,0.6,0.8333333333333334,5,15.0
1U06,3W4Q,A,A,55,258,0.34,0.9090909090909091,50,39.0
1U06,4B6G,A,A,55,283,0.3409090909090909,0.8,44,32.5
1U06,4KEF,A,A,55,133,0.3181818181818182,0.8,44,30.0
1U7I,2OLX,A,A,134,4,0.5,1.0,4,11.0
1U7I,3MGN,A,H,134,1,1.0,1.0,1,6.0
1U7I,3MRE,A,P,134,9,0.375,0.8888888888888888,8,10.0
1U7I,3TYS,A,A,134,75,0.3013698630136986,0.9733333333333334,73,27.0
1U7I,4G14,A,A,134,5,0.6,1.0,5,16.0
1U9C,2WW7,A,A,220,22,0.35,0.9090909090909091,20,20.0
1U9C,3BZZ,A,A,220,19,0.4375,0.8421052631578947,16,24.0
1U9C,3FOD,A,A,220,6,0.6,0.8333333333333334,5,15.0
1U9C,3HFO,A,A,220,65,0.4230769230769231,0.8,52,31.0
1U9C,3HYD,A,A,220,7,0.6666666666666666,0.8571428571428571,6,18.0
1U9C,3MGN,A,H,220,1,1.0,1.0,1,6.0
1U9C,4ERY,A,A,220,304,0.3316582914572864,0.9045454545454545,199,60.5
1U9C,4J78,A,B,220,5,0.75,0.8,4,12.0
1UHA,2Y7L,A,B,82,7,0.3333333333333333,0.8571428571428571,6,13.0
1UHA,3MGN,A,H,82,1,1.0,1.0,1,6.0
1UHA,3PZZ,A,A,82,6,0.4,0.8333333333333334,5,8.0
1UKU,2DKO,A,I,102,3,0.6666666666666666,1.0,3,12.0
1UKU,2DPL,A,A,102,287,0.3048780487804878,0.803921568627451,82,34.5
1UKU,2J32,A,B,102,4,0.5,1.0,4,13.0
1UKU,2NUH,A,A,102,104,0.35051546391752575,0.9509803921568627,97,149.0
1UKU,2Y7L,A,B,102,7,0.3333333333333333,0.8571428571428571,6,14.0
1UKU,3FE7,A,L,102,5,0.5,0.8,4,18.0
1UKU,3FOD,A,A,102,6,0.6,0.8333333333333334,5,13.0
1UKU,3LG3,A,A,102,419,0.32926829268292684,0.803921568627451,82,44.0
1UKU,3MGN,A,H,102,1,1.0,1.0,1,6.0
1UKU,3N11,A,A,102,325,0.3333333333333333,0.8529411764705882,87,28.5
1UKU,4J78,A,B,102,5,0.75,0.8,4,12.0
1ULR,1XY1,A,A,87,8,0.5,1.0,8,22.0
1ULR,1XY2,A,A,87,8,0.5,1.0,8,22.0
1ULR,2D5W,A,C,87,5,0.6,1.0,5,14.0
1ULR,3MGN,A,H,87,1,1.0,1.0,1,6.0
1ULR,3PTL,A,B,87,10,0.4444444444444444,0.9,9,19.0
1ULR,3PZZ,A,A,87,6,0.3333333333333333,1.0,6,12.0
1UOY,2D5W,A,C,64,5,0.4,1.0,5,7.0
1UOY,2OLX,A,A,64,4,0.5,1.0,4,8.0
1UOY,3E7R,A,L,64,40,0.3333333333333333,0.825,33,34.5
1UOY,3FVA,A,A,64,6,0.3333333333333333,1.0,6,10.0
1UOY,3IVV,A,D,64,9,0.5,0.8888888888888888,8,13.0
1UOY,3MGN,A,H,64,1,1.0,1.0,1,6.0
1UOY,4ERY,A,A,64,304,0.3269230769230769,0.8125,52,43.5
1USE,2DKO,A,I,40,3,0.6666666666666666,1.0,3,11.0
1USE,2G7S,A,A,40,190,0.4,0.875,35,30.5
1USE,2JLI,A,A,40,100,0.4,0.875,35,26.0
1USE,3FE7,A,L,40,5,0.6,1.0,5,14.0
1USE,3IVV,A,A,40,140,0.37142857142857144,0.875,35,25.5
1USE,3KGK,A,A,40,92,0.3333333333333333,0.825,33,37.0
1USE,3M9J,A,A,40,105,0.5454545454545454,0.825,33,40.5
1USE,3Q2X,A,A,40,6,0.6,0.8333333333333334,5,10.0
1USE,4HJP,A,A,40,281,0.30303030303030304,0.825,33,35.5
1USE,4J78,A,B,40,5,0.6,1.0,5,13.0
1USM,2D5W,A,A,77,602,0.3225806451612903,0.8051948051948052,62,38.0
1USM,3L41,A,B,77,5,0.4,1.0,5,12.0
1USM,3MGN,A,H,77,1,1.0,1.0,1,6.0
1USM,3NVG,A,A,77,6,0.4,0.8333333333333334,5,13.0
1UTG,1XY1,A,A,70,8,0.5714285714285714,0.875,7,18.0
1UTG,1XY2,A,A,70,8,0.5714285714285714,0.875,7,18.0
1UTG,2D5W,A,C,70,5,0.5,0.8,4,10.0
1UTG,3FKE,A,A,70,123,0.3050847457627119,0.8428571428571429,59,22.5
1UTG,3HYD,A,A,70,7,0.42857142857142855,1.0,7,14.0
1UTG,3MGN,A,H,70,1,1.0,1.0,1,6.0
1UTG,4J78,A,B,70,5,0.5,0.8,4,10.0
1V05,2DKO,A,I,96,3,0.6666666666666666,1.0,3,11.0
1V05,3DRF,A,B,96,8,0.375,1.0,8,14.0
1V05,3HHP,A,A,96,312,0.31521739130434784,0.9583333333333334,92,38.0
1V05,3KBE,A,A,96,140,0.3253012048192771,0.8645833333333334,83,55.0
1V05,3MEA,A,B,96,3,0.6666666666666666,1.0,3,7.0
1V05,3MGN,A,H,96,1,1.0,1.0,1,6.0
1V05,3NE0,A,A,96,208,0.3855421686746988,0.8645833333333334,83,33.5
1V05,3Q2X,A,A,96,6,0.6,0.8333333333333334,5,12.0
1V05,3QDS,A,A,96,142,0.36363636363636365,0.8020833333333334,77,48.5
1V05,4J78,A,B,96,5,0.5,0.8,4,11.0
1V70,2D5W,A,C,105,5,0.5,0.8,4,12.0
1V70,2DKO,A,I,105,3,0.6666666666666666,1.0,3,11.0
1V70,3BQX,A,A,105,139,0.34065934065934067,0.8666666666666667,91,55.0
1V70,3DRF,A,A,105,539,0.3258426966292135,0.8476190476190476,89,39.0
1V70,3MGN,A,H,105,1,1.0,1.0,1,6.0
1V70,3MRE,A,P,105,9,0.5,0.8888888888888888,8,14.0
1V70,3NVG,A,A,105,6,0.4,0.8333333333333334,5,15.0
1V70,3OBQ,A,B,105,9,0.3333333333333333,1.0,9,18.0
1V70,3PVE,A,B,105,172,0.3111111111111111,0.8571428571428571,90,26.5
1V70,4AXY,A,A,105,18,0.5,0.8888888888888888,16,21.0
1V70,4EK3,A,A,105,287,0.3176470588235294,0.8095238095238095,85,36.0
1VRZ,2B0A,A,A,13,186,0.3333333333333333,0.9230769230769231,12,17.0
1VRZ,2DKO,A,A,13,146,0.3333333333333333,0.9230769230769231,12,14.0
1VRZ,2GZQ,A,A,13,191,0.38461538461538464,1.0,13,17.0
1VRZ,2HYK,A,A,13,237,0.36363636363636365,0.8461538461538461,11,19.0
1VRZ,2J32,A,A,13,240,0.3333333333333333,0.9230769230769231,12,14.0
1VRZ,2MCM,A,A,13,112,0.4166666666666667,0.9230769230769231,12,24.0
1VRZ,2OCT,A,A,13,97,0.36363636363636365,0.8461538461538461,11,11.0
1VRZ,2R6Q,A,A,13,138,0.3333333333333333,0.9230769230769231,12,17.0
1VRZ,2RFR,A,A,13,154,0.46153846153846156,1.0,13,22.0
1VRZ,2W1V,A,A,13,274,0.36363636363636365,0.8461538461538461,11,16.0
1VRZ,2X1Q,A,A,13,119,0.5454545454545454,0.8461538461538461,11,22.5
1VRZ,3A7L,A,A,13,128,0.38461538461538464,1.0,13,21.0
1VRZ,3HHP,A,A,13,312,0.75,0.9230769230769231,12,36.0
1VRZ,3MD4,A,A,13,6,0.4,0.8333333333333334,5,8.0
1VRZ,3MD5,A,A,13,6,0.4,0.8333333333333334,5,9.0
1VRZ,3MEA,A,A,13,162,0.36363636363636365,0.8461538461538461,11,16.0
1VRZ,3MGN,A,H,13,1,1.0,1.0,1,6.0
1VRZ,3PTL,A,B,13,10,0.5,0.8,8,16.0
1VRZ,3PVE,A,A,13,175,0.5833333333333334,0.9230769230769231,12,24.5
1VRZ,3PZZ,A,A,13,6,0.6,0.8333333333333334,5,14.0
1VRZ,3V75,A,A,13,285,0.4166666666666667,0.9230769230769231,12,21.0
1VRZ,4ACJ,A,A,13,167,0.45454545454545453,0.8461538461538461,11,23.0
1VRZ,4B6G,A,A,13,283,0.6153846153846154,1.0,13,36.0
1VRZ,4G6C,A,A,13,333,0.5454545454545454,0.8461538461538461,11,22.0
1VRZ,4GMQ,A,A,13,92,0.4166666666666667,0.9230769230769231,12,16.0
1VRZ,4HJP,A,A,13,281,0.36363636363636365,0.8461538461538461,11,19.0
1W2L,3FOD,A,A,97,6,0.4,0.8333333333333334,5,10.0
1W2L,3L41,A,B,97,5,0.5,0.8,4,11.0
1W2L,3MGN,A,H,97,1,1.0,1.0,1,6.0
1W2L,3OQY,A,a,97,13,0.4166666666666667,0.9230769230769231,12,18.0
1W2L,4G14,A,A,97,5,0.75,0.8,4,14.0
1WBE,1YJO,A,A,204,6,0.5,1.0,6,17.0
1WBE,1YZM,A,A,204,46,0.358974358974359,0.8478260869565217,39,32.5
1WBE,2D5W,A,C,204,5,0.6,1.0,5,13.0
1WBE,2OL9,A,A,204,6,0.3333333333333333,1.0,6,12.0
1WBE,2Q52,A,A,204,206,0.3176470588235294,0.8333333333333334,170,185.5
1WBE,3DRF,A,B,204,8,0.375,1.0,8,14.0
1WBE,3L41,A,B,204,5,0.4,1.0,5,10.0
1WBE,3MGN,A,H,204,1,1.0,1.0,1,6.0
1WBE,3PZZ,A,A,204,6,0.5,1.0,6,15.0
1WBE,3QDS,A,A,204,142,0.3076923076923077,0.823943661971831,117,34.5
1WBE,3V1A,A,A,204,48,0.36585365853658536,0.8541666666666666,41,30.5
1WHI,2C71,A,A,122,205,0.3,0.819672131147541,100,28.0
1WHI,2DPL,A,A,122,287,0.32407407407407407,0.8852459016393442,108,33.5
1WHI,3FOD,A,A,122,6,0.3333333333333333,1.0,6,10.0
1WHI,3MGN,A,H,122,1,1.0,1.0,1,6.0
1WLY,2DKO,A,I,322,3,0.6666666666666666,1.0,3,12.0
1WLY,3BZQ,A,A,322,99,0.3563218390804598,0.8787878787878788,87,34.0
1WLY,3FE7,A,L,322,5,0.75,0.8,4,23.0
1WLY,3FOD,A,A,322,6,0.4,0.8333333333333334,5,11.0
1WLY,3KGK,A,A,322,92,0.3108108108108108,0.8043478260869565,74,29.0
1WLY,3L41,A,B,322,5,0.5,0.8,4,14.0
1WLY,3MEA,A,B,322,3,0.6666666666666666,1.0,3,11.0
1WLY,3MGN,A,H,322,1,1.0,1.0,1,6.0
1WLY,3OQY,A,a,322,13,0.5384615384615384,1.0,13,17.5
1WLY,4G14,A,A,322,5,0.5,0.8,4,12.0
1WPA,1XY1,A,A,107,8,0.375,1.0,8,13.0
1WPA,1XY2,A,A,107,8,0.375,1.0,8,13.0
1WPA,2DKO,A,I,107,3,0.6666666666666666,1.0,3,14.0
1WPA,2J32,A,B,107,4,0.5,1.0,4,15.0
1WPA,2OLX,A,A,107,4,0.5,1.0,4,12.0
1WPA,3FVA,A,A,107,6,0.4,0.8333333333333334,5,11.0
1WPA,3IVV,A,D,107,9,0.375,0.8888888888888888,8,16.0
1WPA,3MGN,A,H,107,1,1.0,1.0,1,6.0
1WPA,4J78,A,B,107,5,0.75,0.8,4,15.0
1X3O,2DPL,A,A,80,287,0.3283582089552239,0.8375,67,59.0
1X3O,2EHS,A,A,80,75,0.6388888888888888,0.96,72,242.0
1X3O,2J32,A,B,80,4,0.5,1.0,4,13.0
1X3O,2OL9,A,A,80,6,0.3333333333333333,1.0,6,9.0
1X3O,3B5O,A,A,80,230,0.3380281690140845,0.8875,71,30.5
1X3O,3FE7,A,L,80,5,0.4,1.0,5,10.0
1X3O,3HYD,A,A,80,7,0.3333333333333333,0.8571428571428571,6,13.0
1X3O,3MGN,A,H,80,1,1.0,1.0,1,6.0
1X3O,3NPV,A,A,80,249,0.391304347826087,0.8625,69,47.0
1X3O,4B6G,A,A,80,283,0.390625,0.8,64,39.5
1X3O,4G14,A,A,80,5,0.5,0.8,4,13.0
1X3O,4J78,A,B,80,5,0.75,0.8,4,14.0
1XY1,1XY2,A,A,8,8,1.0,1.0,8,48.0
1XY1,1ZCE,A,A,8,146,0.375,1.0,8,23.0
1XY1,2AH1,A,A,8,359,0.42857142857142855,0.875,7,16.0
1XY1,2B0A,A,A,8,186,0.42857142857142855,0.875,7,18.0
1XY1,2FG1,A,A,8,157,0.5,1.0,8,16.0
1XY1,2PTH,A,A,8,193,0.375,1.0,8,14.0
1XY1,2Q4N,A,A,8,153,0.375,1.0,8,12.0
1XY1,2R16,A,A,8,175,0.5,1.0,8,19.0
1XY1,2VH7,A,A,8,94,0.375,1.0,8,18.0
1XY1,3AMC,A,A,8,308,0.5714285714285714,0.875,7,14.0
1XY1,3AUB,A,A,8,58,0.375,1.0,8,16.0
1XY1,3F2Z,A,A,8,149,0.42857142857142855,0.875,7,13.0
1XY1,3G1S,A,A,8,209,0.375,1.0,8,17.0
1XY1,3MGN,A,H,8,1,1.0,1.0,1,6.0
1XY1,3N11,A,A,8,325,0.42857142857142855,0.875,7,17.0
1XY1,3NE0,A,A,8,208,0.5714285714285714,0.875,7,21.0
1XY1,3OBQ,A,A,8,141,0.42857142857142855,0.875,7,15.0
1XY1,3P6J,A,A,8,125,0.375,1.0,8,13.0
1XY1,3PID,A,A,8,387,0.42857142857142855,0.875,7,16.0
1XY1,3PKV,A,A,8,221,0.42857142857142855,0.875,7,14.0
1XY1,4DND,A,A,8,95,0.42857142857142855,0.875,7,13.0
1XY1,4F01,A,A,8,218,0.42857142857142855,0.875,7,13.0
1XY1,4HJP,A,A,8,281,0.625,1.0,8,22.0
1XY1,4IL7,A,A,8,85,0.42857142857142855,0.875,7,12.0
1XY1,4J78,A,A,8,300,0.42857142857142855,0.875,7,17.0
1XY2,1ZCE,A,A,8,146,0.375,1.0,8,23.0
1XY2,2AH1,A,A,8,359,0.42857142857142855,0.875,7,16.0
1XY2,2B0A,A,A,8,186,0.42857142857142855,0.875,7,18.0
1XY2,2FG1,A,A,8,157,0.5,1.0,8,16.0
1XY2,2PTH,A,A,8,193,0.375,1.0,8,14.0
1XY2,2Q4N,A,A,8,153,0.375,1.0,8,12.0
1XY2,2R16,A,A,8,175,0.5,1.0,8,19.0
1XY2,2VH7,A,A,8,94,0.375,1.0,8,18.0
1XY2,3AMC,A,A,8,308,0.5714285714285714,0.875,7,14.0
1XY2,3AUB,A,A,8,58,0.375,1.0,8,16.0
1XY2,3F2Z,A,A,8,149,0.42857142857142855,0.875,7,13.0
1XY2,3G1S,A,A,8,209,0.375,1.0,8,17.0
1XY2,3MGN,A,H,8,1,1.0,1.0,1,6.0
1XY2,3N11,A,A,8,325,0.42857142857142855,0.875,7,17.0
1XY2,3NE0,A,A,8,208,0.5714285714285714,0.875,7,21.0
1XY2,3OBQ,A,A,8,141,0.42857142857142855,0.875,7,15.0
1XY2,3P6J,A,A,8,125,0.375,1.0,8,13.0
1XY2,3PID,A,A,8,387,0.42857142857142855,0.875,7,16.0
1XY2,3PKV,A,A,8,221,0.42857142857142855,0.875,7,14.0
1XY2,4DND,A,A,8,95,0.42857142857142855,0.875,7,13.0
1XY2,4F01,A,A,8,218,0.42857142857142855,0.875,7,13.0
1XY2,4HJP,A,A,8,281,0.625,1.0,8,22.0
1XY2,4IL7,A,A,8,85,0.42857142857142855,0.875,7,12.0
1XY2,4J78,A,A,8,300,0.42857142857142855,0.875,7,17.0
1Y6X,2DKO,A,I,87,3,0.6666666666666666,1.0,3,12.0
1Y6X,2Y7L,A,B,87,7,0.5,0.8571428571428571,6,19.0
1Y6X,3MEA,A,B,87,3,1.0,1.0,3,14.0
1Y6X,3MGN,A,H,87,1,1.0,1.0,1,6.0
1Y6X,3OQY,A,a,87,13,0.3076923076923077,1.0,13,15.0
1Y6X,3PZZ,A,A,87,6,0.3333333333333333,1.0,6,10.0
1Y6X,4G6C,A,A,87,333,0.38028169014084506,0.8160919540229885,71,38.5
1YJO,2AH1,A,D,6,109,0.3333333333333333,1.0,6,13.0
1YJO,2BF9,A,A,6,35,0.5,1.0,6,17.0
1YJO,2C71,A,A,6,205,0.3333333333333333,1.0,6,13.0
1YJO,2CWS,A,A,6,227,0.3333333333333333,1.0,6,14.0
1YJO,2DKO,A,A,6,146,0.4,0.8333333333333334,5,16.0
1YJO,2G7O,A,A,6,68,0.4,0.8333333333333334,5,13.0
1YJO,2GZQ,A,A,6,191,0.6,0.8333333333333334,5,15.0
1YJO,2HQK,A,A,6,213,0.3333333333333333,1.0,6,16.0
1YJO,2HYK,A,A,6,237,0.6666666666666666,1.0,6,22.0
1YJO,2IVY,A,A,6,88,0.4,0.8333333333333334,5,12.0
1YJO,2J32,A,A,6,240,0.4,0.8333333333333334,5,16.0
1YJO,2JLI,A,A,6,100,0.4,0.8333333333333334,5,13.0
1YJO,2JLJ,A,A,6,115,0.4,0.8333333333333334,5,13.0
1YJO,2NR7,A,A,6,194,0.4,0.8333333333333334,5,9.0
1YJO,2O6X,A,A,6,306,0.4,0.8333333333333334,5,13.0
1YJO,2OA2,A,A,6,132,0.4,0.8333333333333334,5,12.0
1YJO,2OCT,A,A,6,97,0.6,0.8333333333333334,5,14.0
1YJO,2OHW,A,A,6,128,0.3333333333333333,1.0,6,13.0
1YJO,2OL9,A,A,6,6,0.5,1.0,6,21.0
1YJO,2OLX,A,A,6,4,1.0,1.0,4,22.0
1YJO,2POF,A,A,6,220,0.8,0.8333333333333334,5,22.0
1YJO,2PTH,A,A,6,193,0.4,0.8333333333333334,5,14.0
1YJO,2RE2,A,A,6,118,0.3333333333333333,1.0,6,10.0
1YJO,2VQ4,A,A,6,106,0.6666666666666666,1.0,6,24.0
1YJO,2VYO,A,A,6,206,0.6,0.8333333333333334,5,15.0
1YJO,2WUJ,A,A,6,50,0.4,0.8333333333333334,5,10.0
1YJO,2X1Q,A,A,6,119,0.4,0.8333333333333334,5,13.0
1YJO,2X5Y,A,A,6,171,0.3333333333333333,1.0,6,13.0
1YJO,2XHF,A,A,6,156,0.3333333333333333,1.0,6,14.0
1YJO,2Y72,A,A,6,85,0.3333333333333333,1.0,6,10.0
1YJO,2Y7L,A,A,6,312,0.4,0.8333333333333334,5,13.0
1YJO,2YLB,A,A,6,65,0.4,0.8333333333333334,5,10.0
1YJO,2ZCM,A,A,6,177,0.3333333333333333,1.0,6,14.0
1YJO,3A7L,A,A,6,128,0.4,0.8333333333333334,5,13.0
1YJO,3AMC,A,A,6,308,0.4,0.8333333333333334,5,11.0
1YJO,3E5T,A,A,6,228,0.3333333333333333,1.0,6,12.0
1YJO,3FSO,A,A,6,109,0.4,0.8333333333333334,5,12.0
1YJO,3FVA,A,A,6,6,0.5,1.0,6,20.0
1YJO,3GHJ,A,A,6,116,0.5,1.0,6,14.0
1YJO,3HNY,A,M,6,156,0.4,0.8333333333333334,5,15.0
1YJO,3HWU,A,A,6,144,0.6,0.8333333333333334,5,12.0
1YJO,3K6Y,A,A,6,227,0.5,1.0,6,13.0
1YJO,3LAA,A,A,6,169,0.5,1.0,6,15.0
1YJO,3MEA,A,A,6,162,0.5,1.0,6,14.0
1YJO,3MRE,A,B,6,100,0.3333333333333333,1.0,6,16.0
1YJO,3N11,A,A,6,325,0.5,1.0,6,19.0
1YJO,3NE0,A,A,6,208,0.4,0.8333333333333334,5,12.0
1YJO,3OQY,A,A,6,102,0.6,0.8333333333333334,5,16.0
1YJO,3PIW,A,A,6,154,0.6,0.8333333333333334,5,15.0
1YJO,3PZ9,A,A,6,357,0.6,0.8333333333333334,5,17.0
1YJO,3QDS,A,A,6,142,0.6,0.8333333333333334,5,15.0
1YJO,3RQ9,A,A,6,78,0.4,0.8333333333333334,5,12.0
1YJO,3SR3,A,B,6,304,0.5,1.0,6,17.0
1YJO,3T0H,A,A,6,208,0.3333333333333333,1.0,6,16.0
1YJO,3T47,A,A,6,71,0.4,0.8333333333333334,5,13.0
